,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1126,Unlabeled 1126,Unlabeled 1126,Unlabeled 1127,Unlabeled 1127,Unlabeled 1127,Unlabeled 1128,Unlabeled 1128,Unlabeled 1128,Unlabeled 1129,Unlabeled 1129,Unlabeled 1129,Unlabeled 1130,Unlabeled 1130,Unlabeled 1130,Unlabeled 1131,Unlabeled 1131,Unlabeled 1131,Unlabeled 1132,Unlabeled 1132,Unlabeled 1132,Unlabeled 1133,Unlabeled 1133,Unlabeled 1133,Unlabeled 1134,Unlabeled 1134,Unlabeled 1134,Unlabeled 1135,Unlabeled 1135,Unlabeled 1135,Unlabeled 1136,Unlabeled 1136,Unlabeled 1136
,ID,"1C4CCB1897AA411F1","1C4CCB1897AA411F1","1C4CCB1897AA411F1","2C4CCB1897AA411F1","2C4CCB1897AA411F1","2C4CCB1897AA411F1","8C4CCB1897AA411F1","8C4CCB1897AA411F1","8C4CCB1897AA411F1","118C4CCB1897AA411F1","118C4CCB1897AA411F1","118C4CCB1897AA411F1","119C4CCB1897AA411F1","119C4CCB1897AA411F1","119C4CCB1897AA411F1","11AC4CCB1897AA411F1","11AC4CCB1897AA411F1","11AC4CCB1897AA411F1","11FC4CCB1897AA411F1","11FC4CCB1897AA411F1","11FC4CCB1897AA411F1","122C4CCB1897AA411F1","122C4CCB1897AA411F1","122C4CCB1897AA411F1","18CC4CCB1897AA411F1","18CC4CCB1897AA411F1","18CC4CCB1897AA411F1","1A8C4CCB1897AA411F1","1A8C4CCB1897AA411F1","1A8C4CCB1897AA411F1","1A9C4CCB1897AA411F1","1A9C4CCB1897AA411F1","1A9C4CCB1897AA411F1"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
22,0.110000,257.715149,258.335297,85.249931,323.315460,258.269135,85.319305,290.371613,258.277222,85.762077,250.392639,209.923096,85.025337,265.079254,181.233414,84.624031,266.892181,208.577484,85.597389,330.006287,209.086060,86.641769,314.783386,208.696136,85.782967,316.016968,181.150925,85.308685,,,,,,
23,0.115000,257.791626,258.315399,85.194290,323.012115,258.293701,85.928757,290.369293,258.277588,85.762627,250.399948,209.763870,85.177292,265.100647,181.176254,84.620918,266.985077,208.535446,85.501289,330.001190,209.073334,86.631622,314.794067,208.655655,85.759865,316.016998,181.153412,85.320839,,,,,,
24,0.120000,257.731079,258.420044,85.182419,323.094055,258.396576,85.741241,290.366791,258.277893,85.761154,250.408325,209.754990,85.176292,264.982513,181.373978,84.774132,266.928314,208.544525,85.563591,329.993500,209.084473,86.633362,314.796173,208.652771,85.753799,316.012909,181.156479,85.314690,,,,,,
25,0.125000,257.769562,258.339600,85.218941,322.960907,258.355225,85.818024,290.370697,258.277618,85.761566,250.546432,209.906052,85.189850,265.037476,181.199646,84.653305,266.887604,208.576233,85.602287,329.995972,209.076462,86.639801,314.807770,208.712280,85.769188,316.008972,181.157211,85.326408,,,,,,
26,0.130000,257.771332,258.329041,85.212845,322.961273,258.357056,85.843605,290.367218,258.277222,85.766197,250.605591,209.927338,85.191650,264.984436,181.354675,84.773895,266.887512,208.581696,85.604904,329.997650,209.070328,86.634857,314.785339,208.692200,85.780052,316.003906,181.162079,85.336006,,,,,,
27,0.135000,257.765228,258.324371,85.212090,323.184296,258.374725,85.806305,290.362793,258.282257,85.765221,250.405945,209.920837,85.024841,264.969086,181.460175,84.789528,266.890717,208.575897,85.603279,329.998657,209.073318,86.638062,314.767548,208.818024,85.836548,316.018646,181.163055,85.309509,,,,,,
28,0.140000,257.588135,258.477478,85.407478,323.013245,258.336884,86.002716,290.367554,258.271790,85.760780,250.402420,209.758453,85.173180,265.071777,181.244339,84.627014,266.896606,208.572586,85.599831,329.997467,209.066635,86.631401,314.793793,208.656433,85.762741,316.019531,181.154327,85.314507,,,,,,
29,0.145000,257.318512,258.589447,85.480453,322.968231,258.365326,85.876144,290.371887,258.276184,85.763252,250.325653,209.623169,85.066666,264.979492,181.361801,84.771080,266.887482,208.571671,85.599937,329.999542,209.064041,86.630760,314.770813,208.820984,85.831253,315.998383,181.151352,85.323837,,,,,,
30,0.150000,257.697632,258.356018,85.270538,323.007782,258.330658,85.990059,290.365326,258.272705,85.763008,250.354950,209.743851,85.181129,264.971771,181.447617,84.790794,266.885681,208.577377,85.602371,329.999756,209.068100,86.634552,314.780151,208.701248,85.783401,315.999847,181.157700,85.325127,,,,,,
31,0.155000,257.613525,258.453033,85.381172,323.106415,258.394501,85.706612,290.366760,258.271362,85.759346,250.538651,209.919601,85.196083,264.971252,181.473022,84.794334,266.890808,208.575684,85.604126,330.007812,209.080490,86.633575,314.783936,208.694824,85.775833,316.007996,181.159058,85.325623,,,,,,
32,0.160000,257.728394,258.349060,85.256439,323.301239,258.264191,85.317299,290.362000,258.279663,85.763245,250.620636,209.915436,85.199493,264.969238,181.457779,84.794029,266.895569,208.569672,85.602005,330.010071,209.078156,86.635880,314.863861,208.386246,85.579147,315.995667,181.158340,85.326675,,,,,,
33,0.165000,257.778931,258.320618,85.203522,322.948456,258.311646,85.728065,290.365204,258.276642,85.763229,250.395065,209.916275,85.023666,264.969635,181.455017,84.781891,266.892120,208.574326,85.600067,330.002808,209.075195,86.640816,314.830719,208.613129,85.703339,315.983612,181.165619,85.332916,,,,,,
34,0.170000,257.780609,258.327728,85.204994,323.178192,258.368805,85.826324,290.365784,258.276276,85.760475,250.399445,209.759399,85.174217,265.042175,181.195496,84.646263,266.887939,208.575455,85.601074,329.998199,209.075912,86.638596,314.775238,208.818588,85.832512,315.994965,181.161835,85.333328,,,,,,
35,0.175000,257.772736,258.327606,85.211525,322.968048,258.363892,85.867714,290.367676,258.274109,85.759026,250.403641,209.749298,85.175995,264.993561,181.329269,84.759911,266.894165,208.570206,85.602348,330.003845,209.079422,86.631271,314.787354,208.696350,85.776031,316.009766,181.155731,85.322891,,,,,,
36,0.180000,257.763885,258.330383,85.215782,322.933655,258.323242,85.878296,290.371185,258.276825,85.759796,250.286316,209.782059,85.046120,264.978058,181.450104,84.791496,266.889069,208.576416,85.601997,330.004761,209.071213,86.631279,314.786255,208.693878,85.771225,316.003113,181.162582,85.317612,,,,,,
37,0.185000,257.768066,258.333649,85.218513,323.116943,258.372559,85.648781,290.366638,258.279114,85.764145,250.377121,209.758972,85.179199,264.970306,181.479614,84.795525,266.898071,208.578537,85.595428,330.002747,209.073578,86.631966,314.794861,208.694275,85.774002,316.043945,181.151947,85.297737,,,,,,
