rawData = [
1055,16.47,0.65
1056,16.47,0.67
1057,16.49,0.56
1058,16.49,0.57
1059,16.47,0.60
1060,16.47,0.66
1061,16.48,0.69
1062,16.48,0.57
1063,16.47,0.58
1064,16.46,0.66
1065,16.47,0.70
1066,16.47,0.57
1067,16.46,0.58
1068,16.46,0.64
1069,16.46,0.68
1070,16.45,0.56
1071,16.46,0.59
1072,16.47,0.60
1073,16.45,0.67
1074,16.46,0.70
1075,16.46,0.58
1076,16.46,0.65
1077,16.45,0.67
1078,16.43,0.74
1079,16.43,0.56
1080,16.41,0.61
1081,16.43,0.64
1082,16.42,0.67
1083,16.43,0.74
1084,16.43,0.57
1085,16.42,0.64
1086,16.41,0.66
1087,16.41,0.70
1088,16.40,0.56
1089,16.38,0.60
1090,16.38,0.65
1091,16.38,0.69
1092,16.39,0.55
1093,16.40,0.60
1094,16.39,0.61
1095,16.39,0.67
1096,16.39,0.72
1097,16.39,0.56
1098,16.40,0.62
1099,16.38,0.64
1100,16.39,0.66
1101,16.39,0.55
1102,16.39,0.58
1103,16.40,0.64
1104,16.38,0.68
1105,16.39,0.69
1106,16.40,0.57
1107,16.41,0.61
1108,16.40,0.66
1109,16.40,0.71
1110,16.39,0.56
1111,16.40,0.66
1112,16.40,0.64
1113,16.40,0.73
1114,16.40,0.54
1115,16.40,0.56
1116,16.41,0.62
1117,16.40,0.63
1118,16.41,0.70
1119,16.41,0.55
1120,16.41,0.57
1121,16.40,0.64
1122,16.39,0.67
1123,16.39,0.55
1124,16.40,0.58
1125,16.40,0.59
1126,16.39,0.66
1127,16.40,0.68
1128,16.38,0.57
1129,16.37,0.60
1130,16.38,0.63
1131,16.35,0.71
1132,16.37,0.55
1133,16.38,0.59
1134,16.39,0.63
1135,16.40,0.72
1136,16.40,0.56
1137,16.41,0.60
1138,16.43,0.66
1139,16.41,0.69
1140,16.41,0.72
1141,16.41,0.61
1142,16.39,0.63
1143,16.40,0.66
1144,16.39,0.71
1145,16.40,0.57
1146,16.39,0.62
1147,16.39,0.66
1148,16.40,0.70
1149,16.40,0.60
1150,16.41,0.60
1151,16.41,0.65
1152,16.39,0.71
1153,16.40,0.79
1154,16.38,0.59
1155,16.36,0.62
1156,16.36,0.69
1157,16.39,0.72
1158,16.38,0.61
1159,16.38,0.62
1160,16.39,0.64
1161,16.39,0.70
1162,16.38,0.54
1163,16.40,0.64
1164,16.38,0.63
1165,16.37,0.70
1166,16.34,0.54
1167,16.39,0.58
1168,16.37,0.63
1169,16.36,0.66
1170,16.37,0.73
1171,16.36,0.56
1172,16.36,0.61
1173,16.34,0.64
1174,16.33,0.68
1175,16.35,0.57
1176,16.34,0.58
1177,16.37,0.63
1178,16.36,0.71
1179,16.37,0.55
1180,16.40,0.57
1181,16.41,0.62
1182,16.40,0.66
1183,16.40,0.76
1184,16.40,0.56
1185,16.33,0.61
1186,16.36,0.67
1187,16.36,0.71
1188,16.37,0.60
1189,16.39,0.62
1190,16.38,0.63
1191,16.39,0.72
1192,16.39,0.59
1193,16.41,0.63
1194,16.40,0.66
1195,16.39,0.72
1196,16.39,0.74
1197,16.41,0.64
1198,16.41,0.66
1199,16.39,0.70
1200,16.37,0.76
1201,16.39,0.62
1202,16.38,0.70
1203,16.39,0.67
1204,16.37,0.74
1205,16.38,0.63
1206,16.42,0.62
1207,16.38,0.67
1208,16.37,0.69
1209,16.37,0.75
1210,16.37,0.57
1211,16.39,0.62
1212,16.37,0.67
1213,16.40,0.74
1214,16.39,0.56
1215,16.39,0.63
1216,16.38,0.65
1217,16.38,0.71
1218,16.39,0.56
1219,16.40,0.57
1220,16.41,0.66
1221,16.39,0.70
1222,16.40,0.81
1223,16.37,0.59
1224,16.36,0.64
1225,16.36,0.69
1226,16.38,0.72
1227,16.39,0.59
1228,16.39,0.62
1229,16.37,0.67
1230,16.37,0.71
1231,16.37,0.58
1232,16.36,0.61
1233,16.35,0.64
1234,16.35,0.70
1235,16.36,0.76
1236,16.37,0.58
1237,16.38,0.63
1238,16.37,0.70
1239,16.38,0.72
1240,16.37,0.59
1241,16.38,0.59
1242,16.39,0.66
1243,16.38,0.77
1244,16.35,0.59
1245,16.37,0.60
1246,16.40,0.68
1247,16.39,0.73
1248,16.42,0.58
1249,16.40,0.61
1250,16.42,0.67
1251,16.40,0.72
1252,16.42,0.77
1253,16.44,0.62
1254,16.44,0.65
1255,16.43,0.71
1256,16.44,0.74
1257,16.44,0.63
1258,16.42,0.65
1259,16.40,0.71
1260,16.40,0.74
1261,16.41,0.61
1262,16.42,0.61
1263,16.42,0.67
1264,16.42,0.71
1265,16.44,0.64
1266,16.43,0.61
1267,16.42,0.67
1268,16.39,0.71
1269,16.39,0.72
